ID,Song,Artist,Year,Weeks_in_Charts,Rank,YouTube_Link,ViewCount,Genre
0423,God's Plan,Drake,2018,36,1,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,1707000000.0,Hip-Hop
0424,Grenade,Bruno Mars,2010,36,1,https://www.youtube.com/watch?v=SR6iYWJxHqs,1268000000.0,Pop
0425,Just Give Me A Reason,P!nk Featuring Nate Ruess,2013,36,1,https://www.youtube.com/watch?v=OpQFFLBMEPI,2057000000.0,Pop
0426,Let Me Love You,Mario,2004,36,1,https://www.youtube.com/watch?v=H64QG4UsrGI,743000000.0,R&B
0427,Locked Out Of Heaven,Bruno Mars,2012,36,1,https://www.youtube.com/watch?v=e-fA-gBCkj0,1274000000.0,Pop
0428,One Dance,Drake Featuring WizKid & Kyla,2016,36,1,https://www.youtube.com/watch?v=ki0Ocze98U8,408000000.0,Hip-Hop
0429,Ordinary,Alex Warren,2025,36,1,https://www.youtube.com/watch?v=u2ah9tWTkmk,401000000.0,Pop
0430,SexyBack,Justin Timberlake,2006,36,1,https://www.youtube.com/watch?v=3gOHvDP_vCs,334000000.0,Pop
0431,Work,Rihanna Featuring Drake,2016,36,1,https://www.youtube.com/watch?v=HL1UzIK-flA,1512000000.0,Pop
0432,Bad Habit,Steve Lacy,2022,35,1,https://www.youtube.com/watch?v=VF-FGf_ZZiI,209000000.0,R&B
0433,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,2007,35,1,https://www.youtube.com/watch?v=dBrRBZy8OTs,383000000.0,R&B
0434,Cheerleader,OMI,2015,35,1,https://www.youtube.com/watch?v=jGflUbPQfW8,1457000000.0,Pop
0435,Montero (Call Me By Your Name),Lil Nas X,2021,35,1,https://www.youtube.com/watch?v=6swmTBVI83k,634000000.0,Hip-Hop
0436,Roar,Katy Perry,2013,35,1,https://www.youtube.com/watch?v=CevxZvSJLk8,4337000000.0,Pop
0437,Unholy,Sam Smith & Kim Petras,2022,35,1,https://www.youtube.com/watch?v=Uq9gPaIzbe8,306000000.0,Pop
0438,Vampire,Olivia Rodrigo,2023,35,1,https://www.youtube.com/watch?v=RlPNh_PBZb4,183000000.0,Pop
0439,When I Was Your Man,Bruno Mars,2012,35,1,https://www.youtube.com/watch?v=ekzHIouo8Q4,1559000000.0,Pop
0440,Bodak Yellow (Money Moves),Cardi B,2017,34,1,https://www.youtube.com/watch?v=PEGccV-NOm8,1206000000.0,Hip-Hop
0441,Fallin',Alicia Keys,2001,34,1,https://www.youtube.com/watch?v=Urdlvw0SSEc,391000000.0,R&B
0442,Umbrella,Rihanna Featuring Jay-Z,2007,34,1,https://www.youtube.com/watch?v=CvBfHwUxHIk,1267000000.0,Pop
0443,7 Rings,Ariana Grande,2019,33,1,https://www.youtube.com/watch?v=QYh6mYIJG2Y,1603000000.0,Pop
0444,Boom Boom Pow,The Black Eyed Peas,2009,33,1,https://www.youtube.com/watch?v=4m48GqaOz90,549000000.0,Hip-Hop
0445,Teenage Dream,Katy Perry,2010,33,1,https://www.youtube.com/watch?v=98WtmW-lfeE,385000000.0,Pop
0446,Bad Day,Daniel Powter,2006,32,1,https://www.youtube.com/watch?v=gH476CxJxfg,292000000.0,Pop
0447,Crank That (Soulja Boy),Soulja Boy Tell'em,2007,32,1,https://www.youtube.com/watch?v=8UFIYGkROII,652000000.0,Hip-Hop
0448,Dynamite,BTS,2020,32,1,https://www.youtube.com/watch?v=gdZLi9oWNZg,2105000000.0,Pop
0449,Foolish,Ashanti,2002,32,1,https://www.youtube.com/watch?v=gUPrnu3BEU8,256000000.0,R&B
0450,Get Busy,Sean Paul,2003,32,1,https://www.youtube.com/watch?v=oPQ3o14ksaM,299000000.0,Pop
0451,Hey Ya!,OutKast,2003,32,1,https://www.youtube.com/watch?v=PWgvGjAhvIw,795000000.0,Hip-Hop
0452,Like That,Future| Metro Boomin & Kendrick Lamar,2024,32,1,https://www.youtube.com/watch?v=N9bKBAA22Go,172000000.0,Hip-Hop
0453,U Got It Bad,Usher,2001,32,1,https://www.youtube.com/watch?v=o3IWTfcks4k,348000000.0,R&B
0454,Whatcha Say,Jason Derulo,2009,32,1,https://www.youtube.com/watch?v=pBI3lc18k8Q,402000000.0,Pop
0455,Wrecking Ball,Miley Cyrus,2013,32,1,https://www.youtube.com/watch?v=My2FRPA3Gf8,1240000000.0,Pop
0456,Easy On Me,Adele,2021,31,1,https://www.youtube.com/watch?v=X-yIEMduRXk,500000000.0,Pop
0457,Fireflies,Owl City,2009,31,1,https://www.youtube.com/watch?v=psuRGfAaju4,627000000.0,Pop
0458,Hips Don't Lie,Shakira Featuring Wyclef Jean,2006,31,1,https://www.youtube.com/watch?v=DUT5rEU6pqM,1845000000.0,Pop
0459,Hollaback Girl,Gwen Stefani,2005,31,1,https://www.youtube.com/watch?v=Kgjkth6BRRY,321000000.0,Pop
0460,I'm Real,Jennifer Lopez Featuring Ja Rule,2001,31,1,https://www.youtube.com/watch?v=Sjx9oSJDAVQ,260000000.0,Pop
0461,Lean Back,Terror Squad,2004,31,1,https://www.youtube.com/watch?v=ajmI1P3r1w4,222000000.0,Hip-Hop
0462,Ridin',Chamillionaire Featuring Krayzie Bone,2006,31,1,https://www.youtube.com/watch?v=CtwJvgPJ9xw,432000000.0,Hip-Hop
0463,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020,31,1,https://www.youtube.com/watch?v=gUci-tsiU4I,220000000.0,Pop
0464,So What,P!nk,2008,31,1,https://www.youtube.com/watch?v=FJfFZqTlWrQ,487000000.0,Pop
0465,Temperature,Sean Paul,2006,31,1,https://www.youtube.com/watch?v=dW2MmuA1nI4,497000000.0,Pop
0466,What Do You Mean?,Justin Bieber,2015,31,1,https://www.youtube.com/watch?v=DK_0jXPuIr0,2323000000.0,Pop
0467,Burn,Usher,2004,30,1,https://www.youtube.com/watch?v=t5XNWFw5HVw,413000000.0,R&B
0468,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2004,30,1,https://www.youtube.com/watch?v=GtUVQei3nX4,400000000.0,Hip-Hop
0469,E.T.,Katy Perry Featuring Kanye West,2010,30,1,https://www.youtube.com/watch?v=t5Sd5c4o9UM,752000000.0,Pop
0470,Empire State Of Mind,Jay-Z + Alicia Keys,2009,30,1,https://www.youtube.com/watch?v=vk6014HuxcE,491000000.0,Hip-Hop
0471,In Da Club,50 Cent,2003,30,1,https://www.youtube.com/watch?v=5qm8PH4xAss,2720000000.0,Hip-Hop
0472,Irreplaceable,Beyonce,2006,30,1,https://www.youtube.com/watch?v=2EwViQxSJJQ,611000000.0,R&B
0473,OMG,Usher Featuring will.i.am,2010,30,1,https://www.youtube.com/watch?v=1RnPB76mjxI,235000000.0,R&B
0474,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021,30,1,https://www.youtube.com/watch?v=tQ0yjYUFKAE,873000000.0,Pop
0475,Raise Your Glass,P!nk,2010,30,1,https://www.youtube.com/watch?v=XjVNlG5cZyQ,260000000.0,Pop
0476,Say It Right,Nelly Furtado,2006,30,1,https://www.youtube.com/watch?v=6JnGBs88sL0,1297000000.0,Pop
0477,Starboy,The Weeknd Featuring Daft Punk,2016,30,1,https://www.youtube.com/watch?v=34Na4j8AVgA,2772000000.0,Pop
0478,Baby Boy,Beyonce Featuring Sean Paul,2003,29,1,https://www.youtube.com/watch?v=8ucz_pm3LX8,258000000.0,R&B
0479,Break Your Heart,Taio Cruz Featuring Ludacris,2010,29,1,https://www.youtube.com/watch?v=y_SI2EDM6Lo,322000000.0,Pop
0480,Dilemma,Nelly Featuring Kelly Rowland,2002,29,1,https://www.youtube.com/watch?v=8WYHDfJDPDc,1826000000.0,Hip-Hop
0481,Glamorous,Fergie Featuring Ludacris,2007,29,1,https://www.youtube.com/watch?v=q0SyUgw98tE,326000000.0,Pop
0482,I Wanna Love You,Akon Featuring Snoop Dogg,2006,29,1,https://www.youtube.com/watch?v=GJzF7H2e3Tw,580000000.0,R&B
0483,Love The Way You Lie,Eminem Featuring Rihanna,2010,29,1,https://www.youtube.com/watch?v=uelHwf8o7_U,3156000000.0,Hip-Hop
0484,Positions,Ariana Grande,2020,29,1,https://www.youtube.com/watch?v=tcYodQoapMg,702000000.0,Pop
0485,The Monster,Eminem Featuring Rihanna,2013,29,1,https://www.youtube.com/watch?v=EHkozMIXZ8w,1032000000.0,Hip-Hop
0486,Whistle,Flo Rida,2012,29,1,https://www.youtube.com/watch?v=cSnkWzZ7ZAA,547000000.0,Hip-Hop
0487,Angel,Shaggy Featuring Rayvon,2000,28,1,https://www.youtube.com/watch?v=XWJrPzAUzAs,701000000.0,Pop
0488,Check On It,Beyonce Featuring Slim Thug,2005,28,1,https://www.youtube.com/watch?v=Q1dUDzBdnmI,172000000.0,R&B
0489,Drivers License,Olivia Rodrigo,2021,28,1,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,627000000.0,Pop
0490,Grillz,Nelly Featuring Paul Wall| Ali & Gipp,2005,28,1,https://www.youtube.com/watch?v=8fijggq5R6w,276000000.0,Hip-Hop
0491,Live Your Life,T.I. Featuring Rihanna,2008,28,1,https://www.youtube.com/watch?v=koVHN6eO4Xg,375000000.0,Hip-Hop
0492,Lollipop,Lil Wayne Featuring Static Major,2008,28,1,https://www.youtube.com/watch?v=2IH8tNQAzSs,730000000.0,Hip-Hop
0493,Nothin' On You,B.o.B Featuring Bruno Mars,2010,28,1,https://www.youtube.com/watch?v=8PTDv_szmL0,532000000.0,Hip-Hop
0494,SOS,Rihanna,2006,28,1,https://www.youtube.com/watch?v=IXmF4GbA86E,159000000.0,Pop
0495,Thank U; Next,Ariana Grande,2018,28,1,https://www.youtube.com/watch?v=gl1aHhXnN1k,886000000.0,Pop
0496,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,2001,27,1,https://www.youtube.com/watch?v=GSLSwwkLRW0,190000000.0,Pop
0497,Always On Time,Ja Rule Featuring Ashanti,2001,27,1,https://www.youtube.com/watch?v=0tcDXJfAFVw,391000000.0,Hip-Hop
0498,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2016,27,1,https://www.youtube.com/watch?v=b8m9zhNAgKs,1096000000.0,Hip-Hop
0499,California Gurls,Katy Perry Featuring Snoop Dogg,2010,27,1,https://www.youtube.com/watch?v=F57P9C4SAW4,830000000.0,Pop
0500,Crazy In Love,Beyonce Featuring Jay Z,2003,27,1,https://www.youtube.com/watch?v=ViwtNLUqkMY,982000000.0,R&B
0501,Diamonds,Rihanna,2012,27,1,https://www.youtube.com/watch?v=lWA2pjMjpBs,2591000000.0,Pop
0502,Only Girl (In The World),Rihanna,2010,27,1,https://www.youtube.com/watch?v=pa14VNsdSYM,1031000000.0,Pop
0503,Single Ladies (Put A Ring On It),Beyonce,2008,27,1,https://www.youtube.com/watch?v=4m1EFMoRFvY,1063000000.0,R&B
0504,Stronger,Kanye West,2007,27,1,https://www.youtube.com/watch?v=PsO6ZnUZI0g,548000000.0,Hip-Hop
0505,Take A Bow,Rihanna,2008,27,1,https://www.youtube.com/watch?v=J3UjJ4wKLkg,856000000.0,Pop
0506,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,2007,26,1,https://www.youtube.com/watch?v=RgoiSJ23cSc,278000000.0,Pop
0507,Hello,Adele,2015,26,1,https://www.youtube.com/watch?v=YQHsXMglC9A,3268000000.0,Pop
0508,Hot In Herre,Nelly,2002,26,1,https://www.youtube.com/watch?v=GeZZr_p6vB8,226000000.0,Hip-Hop
0509,Kiss Kiss,Chris Brown Featuring T-Pain,2007,26,1,https://www.youtube.com/watch?v=eNII9PDlFJ0,465000000.0,R&B
0510,Like A G6,Far*East Movement Featuring Cataracs & Dev,2010,26,1,https://www.youtube.com/watch?v=w4s6H4ku6ZY,341000000.0,Hip-Hop
0511,Makes Me Wonder,Maroon 5,2007,26,1,https://www.youtube.com/watch?v=sAebYQgy4n4,190000000.0,Pop
0512,Maria Maria,Santana Featuring The Product G&B,2000,26,1,https://www.youtube.com/watch?v=nPLV7lGbmT4,688000000.0,Rock
0513,My Boo,Usher And Alicia Keys,2004,26,1,https://www.youtube.com/watch?v=fPgf2meEX1w,206000000.0,R&B
0514,Promiscuous,Nelly Furtado Featuring Timbaland,2006,26,1,https://www.youtube.com/watch?v=0J3vgcE5i2o,764000000.0,Pop
0515,Right Round,Flo Rida,2009,26,1,https://www.youtube.com/watch?v=CcCw1ggftuQ,336000000.0,Hip-Hop
0516,S&M,Rihanna Featuring Britney Spears,2010,26,1,https://www.youtube.com/watch?v=KdS6HFQ_LUc,271000000.0,Pop
0517,Bad Blood,Taylor Swift Featuring Kendrick Lamar,2014,25,1,https://www.youtube.com/watch?v=QcIy9NiNbmo,1686000000.0,Pop
0518,Black And Yellow,Wiz Khalifa,2010,25,1,https://www.youtube.com/watch?v=nWAGLkyxQG0,727000000.0,Hip-Hop
0519,Confessions Part II,Usher,2004,25,1,https://www.youtube.com/watch?v=5Sy19X0xxrM,246000000.0,R&B
0520,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2000,25,1,https://www.youtube.com/watch?v=sTMgX1PDGAE,482000000.0,Pop
0521,It's Gonna Be Me,*NSYNC,2000,25,1,https://www.youtube.com/watch?v=GQMlWwIXg3M,266000000.0,Pop
0522,Love In This Club,Usher Featuring Young Jeezy,2008,25,1,https://www.youtube.com/watch?v=cB5e0zHRzHc,295000000.0,R&B
0523,Nice For What,Drake,2018,25,1,https://www.youtube.com/watch?v=U9BwWKXjVaI,441000000.0,Hip-Hop
0524,Not Afraid,Eminem,2010,25,1,https://www.youtube.com/watch?v=j5-yKhDd64s,2092000000.0,Hip-Hop
0525,So Sick,Ne-Yo,2005,25,1,https://www.youtube.com/watch?v=IxszlJppRQI,492000000.0,R&B
0526,Super Freaky Girl,Nicki Minaj,2022,25,1,https://www.youtube.com/watch?v=QYHxGBH6o4M,174000000.0,Hip-Hop
0527,What Goes Around...Comes Around,Justin Timberlake,2006,25,1,https://www.youtube.com/watch?v=TOrnUquxtwA,522000000.0,Pop
0528,Girlfriend,Avril Lavigne,2007,24,1,https://www.youtube.com/watch?v=Bg59q4puhmg,719000000.0,Rock
0529,Last Friday Night (T.G.I.F.),Katy Perry,2010,24,1,https://www.youtube.com/watch?v=KlyXNRrsk4A,1588000000.0,Pop
0530,Lose Yourself,Eminem,2002,24,1,https://www.youtube.com/watch?v=_Yhyp-_hX2s,1434000000.0,Hip-Hop
0531,Pillowtalk,Zayn,2016,24,1,https://www.youtube.com/watch?v=C_3d6GntKbk,1293000000.0,Pop
0532,WAP,Cardi B Featuring Megan Thee Stallion,2020,24,1,https://www.youtube.com/watch?v=hsm4poTWjMs,582000000.0,Hip-Hop
0533,We Are Never Ever Getting Back Together,Taylor Swift,2012,24,1,https://www.youtube.com/watch?v=WA4iX5D9Z64,841000000.0,Pop
0534,We Can't Be Friends (Wait For Your Love),Ariana Grande,2024,24,1,https://www.youtube.com/watch?v=KNtJGQkC-WI,376000000.0,Pop
0535,21 Questions,50 Cent Featuring Nate Dogg,2003,23,1,https://www.youtube.com/watch?v=cDMhlvbOFaM,741000000.0,Hip-Hop
0536,Butterfly,Crazy Town,2001,23,1,https://www.youtube.com/watch?v=6FEDrU85FLE,313000000.0,Rock
0537,Candy Shop,50 Cent Featuring Olivia,2005,23,1,https://www.youtube.com/watch?v=SRcnnId15BA,1156000000.0,Hip-Hop
0538,Don't Matter,Akon,2007,23,1,https://www.youtube.com/watch?v=JWA5hJl4Dv0,843000000.0,R&B
0539,Heartless,The Weeknd,2019,23,1,https://www.youtube.com/watch?v=Co0tTeuUVhU,254000000.0,Pop
0540,I Kissed A Girl,Katy Perry,2008,23,1,https://www.youtube.com/watch?v=tAp9BKosZXs,335000000.0,Pop
0541,Lose You To Love Me,Selena Gomez,2019,23,1,https://www.youtube.com/watch?v=zlJDTxahav0,531000000.0,Pop
0542,Ms. Jackson,OutKast,2000,23,1,https://www.youtube.com/watch?v=MYxAiK6VnXw,422000000.0,Hip-Hop
0543,Womanizer,Britney Spears,2008,23,1,https://www.youtube.com/watch?v=rMqayQ-U74s,435000000.0,Pop
0544,Beautiful Girls,Sean Kingston,2007,22,1,https://www.youtube.com/watch?v=MrTz5xjmso4,1559000000.0,Pop
0545,Bump; Bump; Bump,B2K & P. Diddy,2002,22,1,https://www.youtube.com/watch?v=CgiX53hjAPc,230000000.0,R&B
0546,HIGHEST IN THE ROOM,Travis Scott,2019,22,1,https://www.youtube.com/watch?v=tfSS1e3kYeo,815000000.0,Hip-Hop
0547,I'm The One,DJ Khaled Featuring Justin Bieber| Quavo| Chance The Rapper & Lil Wayne,2017,22,1,https://www.youtube.com/watch?v=weeI1G46q0o,1928000000.0,Hip-Hop
0548,In My Feelings,Drake,2018,22,1,https://www.youtube.com/watch?v=DRS_PpOrUZ4,301000000.0,Hip-Hop
0549,Part Of Me,Katy Perry,2012,22,1,https://www.youtube.com/watch?v=uuwfgXD8qV8,1007000000.0,Pop
0550,Rude Boy,Rihanna,2010,22,1,https://www.youtube.com/watch?v=e82VE8UtW8A,733000000.0,Pop
0551,What's My Name?,Rihanna Featuring Drake,2010,22,1,https://www.youtube.com/watch?v=HL1UzIK-flA,1512000000.0,Pop
0552,All I Have,Jennifer Lopez Featuring LL Cool J,2002,21,1,https://www.youtube.com/watch?v=yeSJ2YdhG5k,359000000.0,Pop
0553,Fortnight,Taylor Swift Featuring Post Malone,2024,21,1,https://www.youtube.com/watch?v=q3zqJs7JUCQ,177000000.0,Pop
0554,Born This Way,Lady Gaga,2011,20,1,https://www.youtube.com/watch?v=wV1FrqwZyKw,327000000.0,Pop
0555,Butter,BTS,2021,20,1,https://www.youtube.com/watch?v=WMweEpGlu_U,1097000000.0,Pop
0556,Lady Marmalade,Christina Aguilera| Lil' Kim| Mya & P!nk,2001,20,1,https://www.youtube.com/watch?v=RQa7SvVCdZk,636000000.0,Pop
0557,Rain On Me,Lady Gaga & Ariana Grande,2020,20,1,https://www.youtube.com/watch?v=AoAm4om0wTs,462000000.0,Pop
0558,Rapstar,Polo G,2021,20,1,https://www.youtube.com/watch?v=w2IhccXakkE,273000000.0,Hip-Hop
0559,Rich Men North Of Richmond,Oliver Anthony Music,2023,20,1,https://www.youtube.com/watch?v=sqSA-SY5Hro,243000000.0,Pop
0560,Toosie Slide,Drake,2020,20,1,https://www.youtube.com/watch?v=xWggTb45brM,411000000.0,Hip-Hop
0561,Touch My Body,Mariah Carey,2008,20,1,https://www.youtube.com/watch?v=9b8erWuBA44,270000000.0,Pop
0562,Up,Cardi B,2021,20,1,https://www.youtube.com/watch?v=rCiBgLOcuKU,331000000.0,Hip-Hop
0563,We Don't Talk About Bruno,Carolina Gaitan| Mauro Castillo| Adassa| Rhenzy Feliz| Diane Guerrero| Stephanie Beatriz & Encanto Cast,2022,20,1,https://www.youtube.com/watch?v=LZeiOwJT93w,1000000.0,Pop
0564,Willow,Taylor Swift,2020,20,1,https://www.youtube.com/watch?v=RsEZmictANA,167000000.0,Pop
0565,Look What You Made Me Do,Taylor Swift,2017,19,1,https://www.youtube.com/watch?v=3tmd-ClpJxA,1571000000.0,Pop
0566,Manchild,Sabrina Carpenter,2025,19,1,https://www.youtube.com/watch?v=aSugSGCC12I,195000000.0,Pop
0567,Stuck With U,Ariana Grande & Justin Bieber,2020,18,1,https://www.youtube.com/watch?v=h2jvHynuMjI,365000000.0,Pop
0568,My Universe,Coldplay x BTS,2021,17,1,https://www.youtube.com/watch?v=3YqPKLZF_WU,347000000.0,Rock
0569,This Is America,Childish Gambino,2018,17,1,https://www.youtube.com/watch?v=VYOjWnS4cMY,991000000.0,Hip-Hop
0570,All Too Well (Taylor's Version),Taylor Swift,2021,15,1,https://www.youtube.com/watch?v=sRxrwjOtIag,166000000.0,Pop
0571,Golden,HUNTR/X: EJAE| Audrey Nuna & REI AMI,2025,15,1,https://www.youtube.com/watch?v=yebNIHKAC4A,1553000000.0,Hip-Hop
0572,Seven,Jung Kook Featuring Latto,2023,15,1,https://www.youtube.com/watch?v=QU9c0053UAU,623000000.0,Pop
0573,Cardigan,Taylor Swift,2020,14,1,https://www.youtube.com/watch?v=K-a8s8OLBSE,226000000.0,Pop
0574,Franchise,Travis Scott Featuring Young Thug & M.I.A.,2020,9,1,https://www.youtube.com/watch?v=_VRyoaNF9sk,178000000.0,Hip-Hop
0575,Permission To Dance,BTS,2021,7,1,https://www.youtube.com/watch?v=CuklIb9d3fI,722000000.0,Pop
0576,Like Crazy,Jimin,2023,5,1,https://www.youtube.com/watch?v=nOI67IDlNMQ,186000000.0,Pop
0577,Trollz,6ix9ine & Nicki Minaj,2020,4,1,https://www.youtube.com/watch?v=pPw_izFr5PA,934000000.0,Hip-Hop
0578,Life Goes On,BTS,2020,3,1,https://www.youtube.com/watch?v=-5q5mZbe3V8,600000000.0,Pop
0579,Beautiful Things,Benson Boone,2024,90,2,https://www.youtube.com/watch?v=Oa_RSwwpPaA,1047000000.0,Pop
0580,Levitating,Dua Lipa,2020,77,2,https://www.youtube.com/watch?v=TUVcZfQe-Kw,1126000000.0,Pop
0581,Snooze,SZA,2022,70,2,https://www.youtube.com/watch?v=Sv5yCzPCkv8,347000000.0,R&B
0582,Counting Stars,OneRepublic,2013,68,2,https://www.youtube.com/watch?v=hT_nvWreIhg,4456000000.0,Pop
0583,Birds Of A Feather,Billie Eilish,2024,66,2,https://www.youtube.com/watch?v=V9PVRfjEBTI,876000000.0,Pop
0584,Need You Now,Lady Antebellum,2009,60,2,https://www.youtube.com/watch?v=eM213aMKTHg,735000000.0,Pop
0585,Thinking Out Loud,Ed Sheeran,2014,58,2,https://www.youtube.com/watch?v=lp-EO5I60KA,4020000000.0,Pop
0586,Lights,Ellie Goulding,2011,57,2,https://www.youtube.com/watch?v=0NKUpo_xKyQ,262000000.0,Pop
0587,Bad Habits,Ed Sheeran,2021,56,2,https://www.youtube.com/watch?v=orJSJGHjBLI,743000000.0,Pop
0588,Stay With Me,Sam Smith,2014,54,2,https://www.youtube.com/watch?v=pB-5XG-DbAA,1286000000.0,Pop
0589,Don't Start Now,Dua Lipa,2019,52,2,https://www.youtube.com/watch?v=oygrmJFKYZY,772000000.0,Pop
0590,Happier,Marshmello & Bastille,2018,52,2,https://www.youtube.com/watch?v=m7Bc3pLyij0,1395000000.0,Pop
0591,Stressed Out,Twenty One Pilots,2015,52,2,https://www.youtube.com/watch?v=pXRviuL6vMY,3233000000.0,Rock
0592,Trap Queen,Fetty Wap,2015,52,2,https://www.youtube.com/watch?v=i_kF4zLNKio,972000000.0,Hip-Hop
0593,Meant To Be,Bebe Rexha & Florida Georgia Line,2017,51,2,https://www.youtube.com/watch?v=zDo0H8Fm7d0,1266000000.0,Pop
0594,Whats Poppin,Jack Harlow Featuring DaBaby| Tory Lanez & Lil Wayne,2020,51,2,https://www.youtube.com/watch?v=HIwAI05Y1fU,352000000.0,Hip-Hop
0595,You Belong With Me,Taylor Swift,2008,50,2,https://www.youtube.com/watch?v=VuNIsY6JdUw,1750000000.0,Pop
0596,Lucid Dreams,Juice WRLD,2018,48,2,https://www.youtube.com/watch?v=mzB1VGEGcSU,1195000000.0,Hip-Hop
0597,Apologize,Timbaland Featuring OneRepublic,2007,47,2,https://www.youtube.com/watch?v=ZSM3w1v-A_Y,920000000.0,Pop
0598,Dynamite,Taio Cruz,2010,47,2,https://www.youtube.com/watch?v=VUjdiDeJ0xg,218000000.0,Pop
0599,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,2003,45,2,https://www.youtube.com/watch?v=IYH7_GzP4Tg,176000000.0,Hip-Hop
0600,Wow.,Post Malone,2019,44,2,https://www.youtube.com/watch?v=393C3pr2ioY,367000000.0,Hip-Hop
0601,Mirrors,Justin Timberlake,2013,42,2,https://www.youtube.com/watch?v=uuZE_IRwLNI,1461000000.0,Pop
0602,Sugar,Maroon 5,2015,42,2,https://www.youtube.com/watch?v=09R8_2nJtjg,4398000000.0,Pop
0603,Memories,Maroon 5,2019,41,2,https://www.youtube.com/watch?v=SlPhMPnQ58k,1241000000.0,Pop
0604,Take Me To Church,Hozier,2014,41,2,https://www.youtube.com/watch?v=PVjiKRfKpPI,990000000.0,Rock
0605,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,2005,40,2,https://www.youtube.com/watch?v=YNSxNsr4wmA,647000000.0,Pop
0606,The Sweet Escape,Gwen Stefani Featuring Akon,2006,40,2,https://www.youtube.com/watch?v=O0lf_fE3HwA,251000000.0,Pop
0607,1; 2 Step,Ciara Featuring Missy Elliott,2004,39,2,https://www.youtube.com/watch?v=iBHNgV6_znU,359000000.0,R&B
0608,Heathens,Twenty One Pilots,2016,39,2,https://www.youtube.com/watch?v=UprcpdwuwCg,2385000000.0,Rock
0609,I Don't Care,Ed Sheeran & Justin Bieber,2019,39,2,https://www.youtube.com/watch?v=y83x7MgzWOA,652000000.0,Pop
0610,In The End,Linkin Park,2001,39,2,https://www.youtube.com/watch?v=eVTXPUF4Oz4,2288000000.0,Rock
0611,Life Is Good,Future Featuring Drake,2020,38,2,https://www.youtube.com/watch?v=l0U7SxXHkPY,2268000000.0,Hip-Hop
0612,Taste,Sabrina Carpenter,2024,38,2,https://www.youtube.com/watch?v=KEG7b851Ric,260000000.0,Pop
0613,The Reason,Hoobastank,2004,38,2,https://www.youtube.com/watch?v=fV4DiAyExN0,1276000000.0,Rock
0614,He Wasn't Man Enough,Toni Braxton,2000,37,2,https://www.youtube.com/watch?v=9_hKXk2qSuw,157000000.0,R&B
0615,7 Years,Lukas Graham,2016,36,2,https://www.youtube.com/watch?v=LHCob76kigA,1789000000.0,Pop
0616,Boulevard Of Broken Dreams,Green Day,2004,36,2,https://www.youtube.com/watch?v=Soa3gO7tL-c,947000000.0,Rock
0617,Hotline Bling,Drake,2015,36,2,https://www.youtube.com/watch?v=uxpDa-c-4Mc,2142000000.0,Hip-Hop
0618,I Knew You Were Trouble.,Taylor Swift,2012,36,2,https://www.youtube.com/watch?v=vNoKguSdy4Y,541000000.0,Pop
0619,Bad Romance,Lady Gaga,2009,35,2,https://www.youtube.com/watch?v=qrO4YZeyl0I,2062000000.0,Pop
0620,I Know You Want Me (Calle Ocho),Pitbull,2009,35,2,https://www.youtube.com/watch?v=hFoxg4IFtqc,271000000.0,Hip-Hop
0621,Replay,Iyaz,2009,34,2,https://www.youtube.com/watch?v=WXxV9g7lsFE,350000000.0,Pop
0622,Forever,Chris Brown,2008,33,2,https://www.youtube.com/watch?v=5sMKX22BHeE,430000000.0,R&B
0623,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,2001,33,2,https://www.youtube.com/watch?v=Wt88GMJmVk0,346000000.0,Hip-Hop
0624,You Sang To Me,Marc Anthony,2000,32,2,https://www.youtube.com/watch?v=MY4YJxn-9Og,268000000.0,Pop
0625,Complicated,Avril Lavigne,2002,31,2,https://www.youtube.com/watch?v=5NPBIwQyPWE,895000000.0,Rock
0626,Gangnam Style,PSY,2012,31,2,https://www.youtube.com/watch?v=9bZkp7q19f0,5990000000.0,Pop
0627,Payphone,Maroon 5 Featuring Wiz Khalifa,2012,31,2,https://www.youtube.com/watch?v=KRaWnd3LJfs,989000000.0,Pop
0628,TV Off,Kendrick Lamar Featuring Lefty Gunplay,2024,31,2,https://www.youtube.com/watch?v=U8F5G5wR1mk,154000000.0,Hip-Hop
0629,Airplanes,B.o.B Featuring Hayley Williams,2010,30,2,https://www.youtube.com/watch?v=kn6-c223DUU,767000000.0,Hip-Hop
0630,F**kin' Perfect,P!nk,2010,30,2,https://www.youtube.com/watch?v=ocDlOD1Hw9k,180000000.0,Pop
0631,Heartless,Kanye West,2008,30,2,https://www.youtube.com/watch?v=Co0tTeuUVhU,254000000.0,Hip-Hop
